DEPTH,ML,NET,STA,DISTANCE,RN,TN,RA,TA,UTC
4.1,1.6,WY,YNR,21.7,2.4093e-05,1.6987e-05,0.00015846,0.00011037,2020-01-08T03:03:32
4.1,1.6,WY,YPP,69.3,3.1201e-05,2.6267e-05,1.1684e-05,9.9366e-06,2020-01-08T03:03:32
4.1,1.6,WY,YTP,53.1,1.84e-05,2.0012e-05,3.2633e-05,1.3532e-05,2020-01-08T03:03:32
4.1,1.6,WY,YUF,15.4,4.6061e-05,5.7269e-05,0.00035038,0.00029679,2020-01-08T03:03:32
1.4,-9.99,IW,LOHW,74.1,3.1811e-05,2.0269e-05,1.7865e-05,2.7589e-05,2020-01-10T11:53:49
1.4,-9.99,IW,MOOW,57.7,2.5619e-05,1.7211e-05,1.3819e-05,3.0025e-05,2020-01-10T11:53:49
1.4,-9.99,IW,SNOW,89.8,4.5256e-05,6.6035e-05,4.2343e-05,3.2553e-05,2020-01-10T11:53:49
1.4,-9.99,RE,JKLK1,47.4,0.00017337,0.00016874,0.00014146,0.0001606,2020-01-10T11:53:49
1.4,-9.99,RE,JKLK,47.4,0.00011806,0.00011684,8.8459e-05,0.00012539,2020-01-10T11:53:49
1.4,-9.99,US,LKWY,44.4,3.3742e-05,4.5821e-05,3.8416e-05,5.2954e-05,2020-01-10T11:53:49
1.4,-9.99,WY,YDD,21.1,2.7444e-05,2.5671e-05,0.00049426,0.00044132,2020-01-10T11:53:49
1.4,-9.99,WY,YEE,73.8,0.00014431,6.7285e-05,0.00013955,9.4486e-05,2020-01-10T11:53:49
1.4,-9.99,WY,YFT,21.0,3.5863e-05,9.2255e-05,0.00015238,9.6785e-05,2020-01-10T11:53:49
1.4,-9.99,WY,YHB,63.4,4.3598e-05,5.3224e-05,1.8702e-05,1.6652e-05,2020-01-10T11:53:49
1.4,-9.99,WY,YHL,72.5,4.5223e-05,2.7299e-05,3.725e-05,4.2083e-05,2020-01-10T11:53:49
1.4,-9.99,WY,YMP,71.8,6.3251e-05,2.1525e-05,1.0759e-05,2.9225e-05,2020-01-10T11:53:49
1.4,-9.99,WY,YNE,102.2,1.8787e-05,2.8435e-05,6.8947e-06,9.4255e-06,2020-01-10T11:53:49
1.4,-9.99,WY,YNM,51.3,0.00013531,0.00017161,0.00011856,0.00012534,2020-01-10T11:53:49
1.4,-9.99,WY,YNR,50.3,2.4171e-05,4.0927e-05,2.0874e-05,2.3562e-05,2020-01-10T11:53:49
1.4,-9.99,WY,YPP,2.6,0.00011314,0.00013549,0.046943,0.029812,2020-01-10T11:53:49
1.4,-9.99,WY,YTP,41.2,3.1334e-05,1.513e-05,3.6563e-05,3.8893e-05,2020-01-10T11:53:49
1.4,-9.99,WY,YUF,53.6,4.4374e-05,6.3036e-05,3.8917e-05,3.1759e-05,2020-01-10T11:53:49
14.0,-9.99,IW,LOHW,127.7,3.336e-05,2.9614e-05,1.5518e-05,1.9413e-05,2020-01-10T20:05:02
14.0,-9.99,IW,MOOW,119.0,1.0513e-05,2.8304e-05,1.7208e-05,1.1532e-05,2020-01-10T20:05:02
14.0,-9.99,IW,SNOW,148.0,4.2373e-05,8.042e-05,3.7938e-05,4.5225e-05,2020-01-10T20:05:02
14.0,-9.99,RE,JKLK1,102.1,0.00025443,0.00020816,0.00011965,0.00014268,2020-01-10T20:05:02
14.0,-9.99,RE,JKLK2,102.5,8.9083e-05,7.0508e-05,2.1995e-05,3.4975e-05,2020-01-10T20:05:02
14.0,-9.99,RE,JKLK,102.2,0.00024675,0.0001525,0.0001055,0.00012892,2020-01-10T20:05:02
14.0,-9.99,US,LKWY,34.2,3.3944e-05,5.5142e-05,0.00016319,0.00012733,2020-01-10T20:05:02
14.0,-9.99,US,RLMT,76.1,1.8892e-05,2.6361e-05,6.581e-05,0.00010874,2020-01-10T20:05:02
14.0,-9.99,WY,YDD,55.5,3.4799e-05,3.3039e-05,6.9068e-05,5.2548e-05,2020-01-10T20:05:02
14.0,-9.99,WY,YEE,22.6,0.00027927,0.0008205,0.00040904,0.0011952,2020-01-10T20:05:02
14.0,-9.99,WY,YFT,71.1,8.713e-05,3.6973e-05,3.3432e-05,3.3159e-05,2020-01-10T20:05:02
14.0,-9.99,WY,YHB,95.3,5.6866e-05,3.9563e-05,2.3174e-05,1.4475e-05,2020-01-10T20:05:02
14.0,-9.99,WY,YHL,95.8,3.4211e-05,4.1257e-05,2.1012e-05,1.7195e-05,2020-01-10T20:05:02
14.0,-9.99,WY,YMP,14.4,4.9285e-05,4.1425e-05,0.003032,0.0058196,2020-01-10T20:05:02
14.0,-9.99,WY,YNE,36.9,2.5495e-05,3.6154e-05,0.00070884,0.00056417,2020-01-10T20:05:02
14.0,-9.99,WY,YNM,56.2,0.00017672,0.00017096,0.00014771,0.00012369,2020-01-10T20:05:02
14.0,-9.99,WY,YNR,54.2,3.6768e-05,2.5387e-05,4.8612e-05,4.1739e-05,2020-01-10T20:05:02
14.0,-9.99,WY,YPP,78.3,3.3738e-05,1.351e-05,1.8998e-05,1.305e-05,2020-01-10T20:05:02
14.0,-9.99,WY,YTP,38.9,3.008e-05,2.6404e-05,0.00015454,7.1217e-05,2020-01-10T20:05:02
14.0,-9.99,WY,YUF,40.9,5.1469e-05,7.2611e-05,8.25e-05,8.7883e-05,2020-01-10T20:05:02
13.8,2.76,IW,LOHW,127.7,3.388e-05,2.5792e-05,0.00019661,0.00024609,2020-01-10T22:57:44
13.8,2.76,IW,MOOW,119.1,1.7932e-05,2.6475e-05,7.2163e-05,8.9683e-05,2020-01-10T22:57:44
13.8,2.76,IW,SNOW,148.1,4.9269e-05,6.1631e-05,0.00033044,0.00044319,2020-01-10T22:57:44
13.8,2.76,RE,JKLK1,102.2,0.00011898,0.00011559,0.0019712,0.002207,2020-01-10T22:57:44
13.8,2.76,RE,JKLK2,102.6,4.9323e-05,3.417e-05,0.00036039,0.00042424,2020-01-10T22:57:44
13.8,2.76,RE,JKLK,102.2,0.00010766,0.00010143,0.0018895,0.0016559,2020-01-10T22:57:44
13.8,2.76,US,LKWY,34.5,6.8319e-05,5.9908e-05,0.0029177,0.0020092,2020-01-10T22:57:44
13.8,2.76,US,RLMT,75.9,1.5672e-05,4.7073e-05,0.001061,0.0013972,2020-01-10T22:57:44
13.8,2.76,WY,YDD,55.7,3.6004e-05,4.9263e-05,0.00088047,0.0008953,2020-01-10T22:57:44
13.8,2.76,WY,YEE,22.4,0.00083375,0.0024247,0.0070371,0.014936,2020-01-10T22:57:44
13.8,2.76,WY,YFT,71.4,7.396e-05,3.9469e-05,0.00023978,0.00021279,2020-01-10T22:57:44
13.8,2.76,WY,YHB,95.7,6.6905e-05,5.5172e-05,0.00018705,0.00011966,2020-01-10T22:57:44
13.8,2.76,WY,YHL,96.2,2.8724e-05,4.8316e-05,0.00027187,0.00022726,2020-01-10T22:57:44
13.8,2.76,WY,YMP,14.8,3.0556e-05,4.733e-05,0.046724,0.082235,2020-01-10T22:57:44
13.8,2.76,WY,YMR,77.0,5.1897e-05,4.0736e-05,0.00042149,0.00061082,2020-01-10T22:57:44
13.8,2.76,WY,YNE,37.0,3.5566e-05,3.9583e-05,0.010468,0.0091789,2020-01-10T22:57:44
13.8,2.76,WY,YNM,56.6,0.0001561,0.00016177,0.00034515,0.00028734,2020-01-10T22:57:44
13.8,2.76,WY,YNR,54.5,3.7424e-05,3.1423e-05,0.00080776,0.00070151,2020-01-10T22:57:44
13.8,2.76,WY,YPP,78.6,2.8485e-05,4.521e-05,0.00025366,0.00032311,2020-01-10T22:57:44
13.8,2.76,WY,YTP,39.0,3.7566e-05,2.2294e-05,0.0022995,0.0019196,2020-01-10T22:57:44
13.8,2.76,WY,YUF,41.3,4.8389e-05,4.9358e-05,0.00099218,0.0011793,2020-01-10T22:57:44
7.0,-9.99,IW,LOHW,133.4,2.2376e-05,3.109e-05,2.6949e-05,1.7676e-05,2020-01-12T02:30:58
7.0,-9.99,IW,MOOW,116.0,1.0123e-05,1.8366e-05,1.4297e-05,1.4549e-05,2020-01-12T02:30:58
7.0,-9.99,IW,SNOW,147.4,3.6903e-05,4.3754e-05,2.6777e-05,1.9782e-05,2020-01-12T02:30:58
7.0,-9.99,RE,JKLK1,107.3,0.00015475,9.7895e-05,7.1862e-05,4.9082e-05,2020-01-12T02:30:58
7.0,-9.99,RE,JKLK2,108.0,7.8987e-05,4.464e-05,1.2324e-05,1.0133e-05,2020-01-12T02:30:58
7.0,-9.99,RE,JKLK,107.3,0.00013023,8.4719e-05,9.0704e-05,7.5846e-05,2020-01-12T02:30:58
7.0,-9.99,US,BOZ,102.6,1.5556e-05,2.5059e-05,6.7405e-06,8.8525e-06,2020-01-12T02:30:58
7.0,-9.99,US,LKWY,56.5,3.067e-05,3.3501e-05,1.1547e-05,2.3873e-05,2020-01-12T02:30:58
7.0,-9.99,US,RLMT,146.3,5.4534e-05,5.1762e-05,6.5272e-06,1.8178e-05,2020-01-12T02:30:58
7.0,-9.99,WY,YDD,56.2,2.9522e-05,3.1357e-05,1.0386e-05,1.0626e-05,2020-01-12T02:30:58
7.0,-9.99,WY,YEE,97.0,0.00062847,0.0010194,0.0005009,0.00084896,2020-01-12T02:30:58
7.0,-9.99,WY,YFT,39.3,5.3114e-05,6.971e-05,1.8998e-05,3.2132e-05,2020-01-12T02:30:58
7.0,-9.99,WY,YHB,11.5,5.08e-05,5.8062e-05,0.00031086,0.00019341,2020-01-12T02:30:58
7.0,-9.99,WY,YHL,13.8,3.8646e-05,2.3862e-05,0.00012095,4.6106e-05,2020-01-12T02:30:58
7.0,-9.99,WY,YMP,71.1,3.8427e-05,6.3161e-05,7.0034e-06,2.2138e-05,2020-01-12T02:30:58
7.0,-9.99,WY,YMR,13.1,4.9995e-05,1.7674e-05,0.00013105,0.00012295,2020-01-12T02:30:58
7.0,-9.99,WY,YNE,86.7,1.1476e-05,2.4749e-05,3.0042e-06,2.9008e-06,2020-01-12T02:30:58
7.0,-9.99,WY,YNM,28.0,0.00013807,0.00016617,0.00012953,0.00011584,2020-01-12T02:30:58
7.0,-9.99,WY,YNR,30.2,3.3873e-05,3.1125e-05,7.9113e-05,7.1166e-05,2020-01-12T02:30:58
7.0,-9.99,WY,YPP,58.7,2.9089e-05,2.5557e-05,5.9827e-06,8.1116e-06,2020-01-12T02:30:58
7.0,-9.99,WY,YTP,74.0,2.7984e-05,1.7856e-05,2.612e-05,2.5785e-05,2020-01-12T02:30:58
7.0,-9.99,WY,YUF,43.3,6.9081e-05,6.1213e-05,4.9184e-05,3.768e-05,2020-01-12T02:30:58
12.0,0.97,IW,LOHW,130.9,1.5523e-05,2.4641e-05,1.1888e-05,6.1849e-06,2020-01-15T10:14:47
12.0,0.97,IW,SNOW,144.3,3.548e-05,3.1934e-05,1.8809e-05,2.5736e-05,2020-01-15T10:14:47
12.0,0.97,RE,JKLK1,105.3,8.095e-05,6.439e-05,5.545e-05,4.439e-05,2020-01-15T10:14:47
12.0,0.97,RE,JKLK2,106.0,2.7004e-05,2.7145e-05,1.1809e-05,9.7424e-06,2020-01-15T10:14:47
12.0,0.97,RE,JKLK,105.3,6.2505e-05,6.5821e-05,7.6682e-05,4.3425e-05,2020-01-15T10:14:47
12.0,0.97,US,BOZ,104.3,1.535e-05,9.8091e-06,9.8242e-06,8.8681e-06,2020-01-15T10:14:47
12.0,0.97,US,LKWY,59.4,2.1583e-05,2.823e-05,1.2075e-05,1.7058e-05,2020-01-15T10:14:47
12.0,0.97,WY,YDD,56.7,3.0475e-05,3.1558e-05,1.1066e-05,1.0228e-05,2020-01-15T10:14:47
12.0,0.97,WY,YEE,100.3,0.00083613,0.0012498,0.00041105,0.00061942,2020-01-15T10:14:47
12.0,0.97,WY,YFT,38.2,5.5216e-05,8.148e-05,2.5896e-05,3.918e-05,2020-01-15T10:14:47
12.0,0.97,WY,YHB,7.0,4.576e-05,2.4904e-05,0.00038216,0.00033489,2020-01-15T10:14:47
12.0,0.97,WY,YHL,14.3,1.4869e-05,2.3197e-05,8.4431e-05,9.222e-05,2020-01-15T10:14:47
12.0,0.97,WY,YMP,75.7,5.0835e-05,5.6587e-05,3.9336e-05,3.7222e-05,2020-01-15T10:14:47
12.0,0.97,WY,YMR,13.6,1.8607e-05,6.4139e-05,0.00023613,0.00031444,2020-01-15T10:14:47
12.0,0.97,WY,YNE,92.4,3.1563e-05,3.0722e-05,1.8222e-05,9.8741e-06,2020-01-15T10:14:47
12.0,0.97,WY,YNM,32.3,0.00016444,0.00021333,0.0001163,0.00010581,2020-01-15T10:14:47
12.0,0.97,WY,YNR,34.3,2.7379e-05,2.98e-05,3.6735e-05,2.5969e-05,2020-01-15T10:14:47
12.0,0.97,WY,YPP,56.8,3.1097e-05,2.5301e-05,1.28e-05,1.2444e-05,2020-01-15T10:14:47
12.0,0.97,WY,YTP,75.8,1.1679e-05,1.2836e-05,1.1187e-05,8.678e-06,2020-01-15T10:14:47
12.0,0.97,WY,YUF,47.6,4.1167e-05,5.0127e-05,4.0045e-05,4.7059e-05,2020-01-15T10:14:47
3.1,-9.99,IW,LOHW,109.3,6.1825e-05,0.00012402,6.3373e-05,0.00018101,2020-01-18T16:46:01
3.1,-9.99,IW,SNOW,128.3,0.00013371,0.00037565,0.0001109,9.0207e-05,2020-01-18T16:46:01
3.1,-9.99,RE,JKLK1,81.9,0.0003488,0.00031936,0.00019879,0.00010048,2020-01-18T16:46:01
3.1,-9.99,RE,JKLK2,82.4,0.00017949,0.00016359,5.5612e-05,1.784e-05,2020-01-18T16:46:01
3.1,-9.99,RE,JKLK,81.9,0.00031412,0.00030745,0.00030992,0.00022343,2020-01-18T16:46:01
3.1,-9.99,US,BOZ,150.0,8.6939e-05,7.7632e-05,8.6641e-05,6.7976e-05,2020-01-18T16:46:01
3.1,-9.99,US,LKWY,2.7,0.00011468,0.00011778,0.001115,0.001256,2020-01-18T16:46:01
3.1,-9.99,US,RLMT,106.1,0.0070048,0.0001136,0.0027896,0.00012711,2020-01-18T16:46:01
3.1,-9.99,WY,YDD,26.2,9.5232e-05,0.00014311,5.1558e-05,7.3932e-05,2020-01-18T16:46:01
3.1,-9.99,WY,YEE,39.4,0.0022225,0.0030475,0.0013431,0.0019985,2020-01-18T16:46:01
3.1,-9.99,WY,YFT,39.4,0.00013887,7.7425e-05,4.2658e-05,3.2965e-05,2020-01-18T16:46:01
3.1,-9.99,WY,YHB,67.8,0.00011079,9.6983e-05,3.6278e-05,5.2203e-05,2020-01-18T16:46:01
3.1,-9.99,WY,YHL,70.7,4.115e-05,0.00012615,0.00014284,0.00014944,2020-01-18T16:46:01
3.1,-9.99,WY,YMP,24.7,0.00010017,8.7095e-05,4.2463e-05,3.4817e-05,2020-01-18T16:46:01
3.1,-9.99,WY,YMR,47.8,8.6375e-05,0.00011806,0.00012206,0.00016472,2020-01-18T16:46:01
3.1,-9.99,WY,YNE,55.5,7.5713e-05,0.00011241,2.3329e-05,1.005e-05,2020-01-18T16:46:01
3.1,-9.99,WY,YNM,30.7,0.0002561,0.00019946,0.0001633,0.00012994,2020-01-18T16:46:01
3.1,-9.99,WY,YNR,28.4,0.00011697,0.0001473,5.645e-05,5.3503e-05,2020-01-18T16:46:01
3.1,-9.99,WY,YPP,48.6,6.6645e-05,7.3077e-05,2.0968e-05,1.4937e-05,2020-01-18T16:46:01
3.1,-9.99,WY,YTP,22.3,7.0288e-05,8.1403e-05,6.4207e-05,0.00010222,2020-01-18T16:46:01
3.1,-9.99,WY,YUF,18.2,6.661e-05,0.00016895,0.00027671,9.3747e-05,2020-01-18T16:46:01
10.7,1.39,IW,LOHW,131.1,2.1712e-05,6.9748e-05,3.7831e-05,6.6935e-05,2020-01-19T06:11:51
10.7,1.39,IW,SNOW,144.8,5.8527e-05,8.3275e-05,9.292e-05,2.6348e-05,2020-01-19T06:11:51
10.7,1.39,RE,JKLK1,105.3,0.00010676,0.00017308,3.8394e-05,9.1712e-05,2020-01-19T06:11:51
10.7,1.39,RE,JKLK2,105.9,5.8007e-05,6.3104e-05,1.8135e-05,1.0232e-05,2020-01-19T06:11:51
10.7,1.39,RE,JKLK,105.3,0.00010032,0.00015791,0.00017297,8.9453e-05,2020-01-19T06:11:51
10.7,1.39,US,BOZ,104.4,3.4322e-05,5.1412e-05,3.2209e-05,1.8172e-05,2020-01-19T06:11:51
10.7,1.39,US,LKWY,57.3,4.4685e-05,8.664e-05,1.7405e-05,8.5085e-05,2020-01-19T06:11:51
10.7,1.39,US,RLMT,149.1,0.0018235,0.0063105,0.00097499,0.0035002,2020-01-19T06:11:51
10.7,1.39,WY,YDD,55.5,2.9697e-05,8.3141e-05,3.8439e-05,3.0555e-05,2020-01-19T06:11:51
10.7,1.39,WY,YEE,98.1,0.000402,0.000503,0.00021288,0.00036298,2020-01-19T06:11:51
10.7,1.39,WY,YFT,37.6,5.2246e-05,7.8347e-05,2.5337e-05,3.961e-05,2020-01-19T06:11:51
10.7,1.39,WY,YHB,9.3,8.2663e-05,6.4861e-05,0.0011832,0.00070141,2020-01-19T06:11:51
10.7,1.39,WY,YHL,14.6,6.6095e-05,4.3957e-05,0.00025082,0.00018216,2020-01-19T06:11:51
10.7,1.39,WY,YMP,73.1,0.00014934,6.4172e-05,4.5095e-05,2.2184e-05,2020-01-19T06:11:51
10.7,1.39,WY,YMR,12.2,8.3112e-05,4.5144e-05,0.00061176,0.00083393,2020-01-19T06:11:51
10.7,1.39,WY,YNE,89.7,6.3894e-05,3.0298e-05,1.2927e-05,1.8117e-05,2020-01-19T06:11:51
10.7,1.39,WY,YNM,29.8,0.00018349,0.00019695,0.00034161,0.00029921,2020-01-19T06:11:51
10.7,1.39,WY,YNR,31.8,5.7231e-05,3.6935e-05,0.00014964,0.00015057,2020-01-19T06:11:51
10.7,1.39,WY,YPP,56.7,0.00011037,7.4799e-05,2.6954e-05,3.919e-05,2020-01-19T06:11:51
10.7,1.39,WY,YTP,74.1,3.6899e-05,3.0925e-05,3.8531e-05,5.7597e-05,2020-01-19T06:11:51
10.7,1.39,WY,YUF,45.1,6.8421e-05,7.2939e-05,4.6978e-05,4.7676e-05,2020-01-19T06:11:51
11.7,2.08,IW,LOHW,131.3,3.9026e-05,3.7815e-05,2.6706e-05,1.7837e-05,2020-01-19T06:14:04
11.7,2.08,IW,SNOW,145.0,5.7894e-05,4.899e-05,2.559e-05,2.7971e-05,2020-01-19T06:14:04
11.7,2.08,RE,JKLK1,105.5,0.00023241,0.00015164,0.00010773,0.00012459,2020-01-19T06:14:04
11.7,2.08,RE,JKLK2,106.2,0.00012605,5.9888e-05,6.1259e-05,2.0558e-05,2020-01-19T06:14:04
11.7,2.08,RE,JKLK,105.5,0.00022578,0.0001327,0.00022265,0.00012245,2020-01-19T06:14:04
11.7,2.08,US,BOZ,104.2,7.7441e-05,2.4516e-05,0.00011726,6.2559e-05,2020-01-19T06:14:04
11.7,2.08,US,LKWY,57.7,5.7403e-05,4.7003e-05,3.9982e-05,6.0389e-05,2020-01-19T06:14:04
11.7,2.08,US,RLMT,149.5,0.0018378,0.0065155,0.0009163,0.0032226,2020-01-19T06:14:04
11.7,2.08,WY,YDD,55.9,3.1545e-05,3.2023e-05,3.6231e-05,4.4094e-05,2020-01-19T06:14:04
11.7,2.08,WY,YEE,98.5,0.00029449,0.00050278,0.00073273,0.0010949,2020-01-19T06:14:04
11.7,2.08,WY,YFT,37.9,0.00010485,8.6599e-05,0.00013461,8.7221e-05,2020-01-19T06:14:04
11.7,2.08,WY,YHB,8.9,6.1657e-05,7.1369e-05,0.0040732,0.0023659,2020-01-19T06:14:04
11.7,2.08,WY,YHL,14.3,6.4959e-05,2.6838e-05,0.00087639,0.00068042,2020-01-19T06:14:04
11.7,2.08,WY,YMP,73.5,5.369e-05,5.7229e-05,2.2608e-05,2.3246e-05,2020-01-19T06:14:04
11.7,2.08,WY,YMR,12.5,5.6696e-05,5.6011e-05,0.0024202,0.0038657,2020-01-19T06:14:04
11.7,2.08,WY,YNE,90.0,3.7218e-05,3.5477e-05,4.9956e-05,5.9267e-05,2020-01-19T06:14:04
11.7,2.08,WY,YNM,30.2,0.00017464,0.00020873,0.0010308,0.00075518,2020-01-19T06:14:04
11.7,2.08,WY,YNR,32.2,7.2109e-05,5.7672e-05,0.00052825,0.00050455,2020-01-19T06:14:04
11.7,2.08,WY,YPP,57.0,5.3941e-05,6.3403e-05,8.2068e-05,0.00012009,2020-01-19T06:14:04
11.7,2.08,WY,YTP,74.5,8.4017e-05,7.1396e-05,7.1604e-05,4.1178e-05,2020-01-19T06:14:04
11.7,2.08,WY,YUF,45.5,9.1481e-05,4.7073e-05,0.00017108,0.00020523,2020-01-19T06:14:04
7.1,-9.99,IW,LOHW,131.7,3.0184e-05,3.8282e-05,3.5898e-05,4.542e-05,2020-01-19T12:02:42
7.1,-9.99,IW,SNOW,146.5,6.0733e-05,3.9158e-05,4.6988e-05,2.8617e-05,2020-01-19T12:02:42
7.1,-9.99,RE,JKLK1,105.1,0.00012503,0.00015923,6.9114e-05,0.00010592,2020-01-19T12:02:42
7.1,-9.99,RE,JKLK2,105.7,6.3181e-05,9.4555e-05,2.2349e-05,3.2357e-05,2020-01-19T12:02:42
7.1,-9.99,RE,JKLK,105.1,0.00011271,0.00015472,0.00011446,0.00012299,2020-01-19T12:02:42
7.1,-9.99,US,BOZ,106.0,4.5807e-05,2.0235e-05,3.8963e-05,3.3561e-05,2020-01-19T12:02:42
7.1,-9.99,US,LKWY,49.8,6.0779e-05,7.1445e-05,1.6926e-05,6.7818e-05,2020-01-19T12:02:42
7.1,-9.99,US,RLMT,139.1,0.0061155,5.3103e-05,0.0040504,2.4992e-05,2020-01-19T12:02:42
7.1,-9.99,WY,YDD,51.6,4.7415e-05,4.5563e-05,7.5976e-06,2.4579e-05,2020-01-19T12:02:42
7.1,-9.99,WY,YEE,90.0,0.0006384,0.0012332,0.00066693,0.0012091,2020-01-19T12:02:42
7.1,-9.99,WY,YFT,36.7,5.6142e-05,0.00010218,1.9292e-05,3.7188e-05,2020-01-19T12:02:42
7.1,-9.99,WY,YHB,18.9,5.6889e-05,4.662e-05,9.7744e-05,4.4933e-05,2020-01-19T12:02:42
7.1,-9.99,WY,YHL,19.9,3.1289e-05,2.6622e-05,1.9792e-05,4.6009e-05,2020-01-19T12:02:42
7.1,-9.99,WY,YMP,63.7,7.8599e-05,3.3783e-05,2.5052e-05,1.5688e-05,2020-01-19T12:02:42
7.1,-9.99,WY,YMR,11.2,3.6395e-05,8.2502e-05,0.00024748,0.00026445,2020-01-19T12:02:42
7.1,-9.99,WY,YNE,79.7,2.8247e-05,2.848e-05,1.313e-05,1.0824e-05,2020-01-19T12:02:42
7.1,-9.99,WY,YNM,20.8,0.00017168,0.00016024,0.0001162,0.00011011,2020-01-19T12:02:42
7.1,-9.99,WY,YNR,23.0,8.2185e-05,4.2702e-05,3.3396e-05,2.5664e-05,2020-01-19T12:02:42
7.1,-9.99,WY,YPP,56.8,4.6172e-05,6.0583e-05,2.3177e-05,2.0084e-05,2020-01-19T12:02:42
7.1,-9.99,WY,YTP,68.1,4.5286e-05,6.2563e-05,3.1155e-05,3.089e-05,2020-01-19T12:02:42
7.1,-9.99,WY,YUF,36.0,8.5424e-05,8.2667e-05,3.9894e-05,3.1096e-05,2020-01-19T12:02:42
6.3,-9.99,IW,LOHW,133.2,3.5359e-05,3.7582e-05,5.0259e-05,3.2717e-05,2020-01-19T13:13:07
6.3,-9.99,IW,SNOW,149.3,6.4291e-05,6.1906e-05,2.9456e-05,2.9564e-05,2020-01-19T13:13:07
6.3,-9.99,RE,JKLK1,105.9,0.0003079,0.00018607,6.4353e-05,9.7224e-05,2020-01-19T13:13:07
6.3,-9.99,RE,JKLK2,106.5,0.00015075,8.7698e-05,2.3881e-05,3.0442e-05,2020-01-19T13:13:07
6.3,-9.99,RE,JKLK,105.9,0.00028509,0.00016501,0.00017072,0.00016707,2020-01-19T13:13:07
6.3,-9.99,US,BOZ,109.9,2.4356e-05,1.7538e-05,2.0449e-05,1.9059e-05,2020-01-19T13:13:07
6.3,-9.99,US,LKWY,41.0,3.1173e-05,3.9455e-05,1.452e-05,4.1785e-05,2020-01-19T13:13:07
6.3,-9.99,US,RLMT,125.7,0.007155,4.3626e-05,0.0037541,4.542e-05,2020-01-19T13:13:07
6.3,-9.99,WY,YDD,48.5,5.9546e-05,5.3364e-05,1.1787e-05,1.194e-05,2020-01-19T13:13:07
6.3,-9.99,WY,YEE,79.5,0.00032087,0.00071711,0.00045549,0.0010552,2020-01-19T13:13:07
6.3,-9.99,WY,YFT,39.2,3.063e-05,0.00010054,6.7307e-06,3.3266e-05,2020-01-19T13:13:07
6.3,-9.99,WY,YHB,32.3,7.7658e-05,4.6834e-05,7.9919e-05,2.815e-05,2020-01-19T13:13:07
6.3,-9.99,WY,YHL,31.1,4.1639e-05,3.966e-05,1.4553e-05,2.7489e-05,2020-01-19T13:13:07
6.3,-9.99,WY,YMP,51.1,4.4439e-05,3.106e-05,1.5288e-05,1.4757e-05,2020-01-19T13:13:07
6.3,-9.99,WY,YMR,20.1,4.4378e-05,9.9244e-05,0.00036148,0.00023868,2020-01-19T13:13:07
6.3,-9.99,WY,YNE,66.2,4.0527e-05,2.6822e-05,6.8307e-06,6.8186e-06,2020-01-19T13:13:07
6.3,-9.99,WY,YNM,11.2,0.0002269,0.00019093,0.00017216,0.00013106,2020-01-19T13:13:07
6.3,-9.99,WY,YNR,13.4,3.7408e-05,2.2898e-05,4.5453e-05,5.0167e-05,2020-01-19T13:13:07
6.3,-9.99,WY,YPP,59.1,7.1946e-05,5.1675e-05,4.1332e-06,3.5589e-05,2020-01-19T13:13:07
6.3,-9.99,WY,YTP,61.1,4.6025e-05,2.7582e-05,4.3075e-05,5.329e-05,2020-01-19T13:13:07
6.3,-9.99,WY,YUF,24.6,6.5685e-05,6.7449e-05,3.5182e-05,3.9717e-05,2020-01-19T13:13:07
8.1,-9.99,IW,LOHW,132.4,5.7508e-05,2.7936e-05,2.7018e-05,4.1479e-05,2020-01-19T13:13:22
8.1,-9.99,IW,SNOW,147.2,3.8258e-05,5.2057e-05,4.3032e-05,3.6651e-05,2020-01-19T13:13:22
8.1,-9.99,RE,JKLK1,105.8,0.0002059,0.00025554,4.1921e-05,9.3797e-05,2020-01-19T13:13:22
8.1,-9.99,RE,JKLK2,106.5,9.2178e-05,0.00010791,2.3191e-05,1.6258e-05,2020-01-19T13:13:22
8.1,-9.99,RE,JKLK,105.8,0.00016901,0.00022235,0.00017537,8.4766e-05,2020-01-19T13:13:22
8.1,-9.99,US,BOZ,105.3,2.3088e-05,1.4079e-05,3.8343e-05,2.7777e-05,2020-01-19T13:13:22
8.1,-9.99,US,LKWY,50.2,4.7249e-05,3.0963e-05,3.2174e-05,2.9115e-05,2020-01-19T13:13:22
8.1,-9.99,US,RLMT,139.0,0.0066258,7.6755e-05,0.0037541,4.0485e-05,2020-01-19T13:13:22
8.1,-9.99,WY,YDD,52.2,2.8641e-05,2.5836e-05,1.0617e-05,1.0847e-05,2020-01-19T13:13:22
8.1,-9.99,WY,YEE,90.4,0.00077423,0.0014492,0.0004576,0.00083007,2020-01-19T13:13:22
8.1,-9.99,WY,YFT,37.4,6.0173e-05,6.4514e-05,1.2001e-05,3.2105e-05,2020-01-19T13:13:22
8.1,-9.99,WY,YHB,18.9,6.2027e-05,3.8889e-05,8.018e-05,2.9672e-05,2020-01-19T13:13:22
8.1,-9.99,WY,YHL,19.5,3.2001e-05,3.4094e-05,1.1893e-05,6.429e-05,2020-01-19T13:13:22
8.1,-9.99,WY,YMP,63.8,4.2864e-05,4.3224e-05,4.5408e-05,2.8674e-05,2020-01-19T13:13:22
